,word,language,documents
0,o,other,AM08-0070_254r.org Guelf08-6114Aug_181r.org
1,o,da,Holm-A-0042_055r.org Holm-A-0042_054v.org AM04-0784_026v_m.org AM08-0072_128r.org AM08-0070_253v.org AM08-0072_128v.org Thott04-0553_021r-2.org AM12-0421_072r.org Holm-A-0042_055v.org AM04-0782_216v.org AM08-0070_002v.org Holm-A-0042_052v.org Holm-A-0042_053r.org AM04-0789_001r.org AM04-0782_001r.org NRA-0085-b_001v.org Thott04-0553_015v.org AM04-0784_300r.org AM08-0075_022v-4.org Thott04-0553_125v.org Thott04-0553_021v.org AM08-0075_063r.org Lund-0035_038v.org AM08-0072_126r.org AM04-0784_080r.org Kalmar-0033_139v.org
2,o,gml,UUB-C496_091v.org GKS08-3423_211r.org AM08-0073_077r.org GKS08-3423_103r.org Gott-Theol242f_103r.org AM08-0073_099r.org Koln-W52_167r.org AM08-0073_109r.org AM08-0073_082v.org AM12-0417_050r.org AM08-0070_003r.org AM08-0073_071r.org AM08-0073_067r.org GKS08-3423_020r.org UUB-C496_002r.org Guelf-1155Helmst_308v.org AM08-0073_093r.org GKS08-3423_001r.org Guelf-1025Novi_230r.org AM08-0073_230r.org Speghel_R1r.org AM08-0070_001r.org GKS08-3423_202v.org Guelf-1025Novi_065r.org UUB-C496_001v.org NKS08-0045_176r.org UUB-C496_095r.org UUB-C496_001r.org AM08-0073_087r.org Arndes1487_265r.org AM08-0073_080r.org AM08-0073_054v.org GKS08-3423_111r2.org AM08-0073_074v.org GKS08-3487_104v.org Beinecke-0218_157r.org UBB-C496_019v.org NKS08-0045_166r.org
3,oben,da,Holm-A-0042_053r.org Lund-0035_038v.org
4,obenbares,gml,AM08-0070_064r.org
5,obenbaret,da,Holm-A-0042_095v.org AM12-0420_026r.org
6,obenbarres,da,AM04-0789_001r.org
7,obsecro,other,AM08-0070_254r.org
8,obyrfludigen,gml,Koln-W52_167r.org
9,obænbarædæ,da,Lund-0035_064v.org
10,oc,other,AM08-0070_254r.org Holm-A-0029_145v.org
11,oc,da,Holm-A-0042_055r.org AM04-0784_026v_m.org AM08-0072_128r.org AM08-0070_253v.org GKS04-1613_161r.org AM08-0072_128v.org Thott04-0553_021r-2.org AM12-0421_072r.org Holm-A-0042_055v.org AM04-0782_216v.org AM08-0070_002v.org AM12-0421_022r.org Holm-A-0042_052v.org Holm-A-0042_053r.org Thott04-0553_022r.org AM04-0789_001r.org AM04-0784_092r.org AM04-0782_001r.org NRA-0085-b_001v.org GKS04-1615_009r.org Thott04-0553_015v.org AM04-0784_300r.org Thott04-0553_021r.org AM08-0075_022v-4.org AM08-0079Ieta_001r.org NKS08-0045_120v.org AM04-0789_002v.org Thott04-0553_125v.org Thott04-0553_021v.org AM08-0075_063r.org Lund-0035_064v.org Holm-A-0042_095v.org Lund-0035_038v.org AM12-0421_030r.org AM12-0420_026r.org AM08-0072_126r.org AM08-0075_009r.org AM04-0784_080r.org AM08-0076_113r.org AM08-0072_127r.org Kalmar-0033_139v.org GKS04-1614_001r.org
12,oc,gml,AM08-0073_013r.org
13,occ,da,AM04-0784_080r.org
14,och,other,Holm-A-0029_145v.org
15,och,da,Holm-A-0042_055r.org Holm-A-0042_054v.org AM04-0784_026v_m.org AM08-0072_128r.org UUB-C496_136r.org AM08-0070_253v.org GKS04-1615_019r.org GKS04-1613_161r.org AM08-0072_128v.org AM12-0421_072r.org Holm-A-0042_054r.org Holm-A-0042_055v.org AM04-0782_216v.org AM12-0421_022r.org Holm-A-0042_052v.org Holm-A-0042_053r.org AM08-0073_011v.org AM04-0789_001r.org AM04-0782_001r.org AM08-0075_022v-4.org Holm-A-0042_051v.org AM04-0789_002v.org Thott04-0553_125v.org Lund-0035_064v.org Holm-A-0042_095v.org Lund-0035_038v.org AM12-0420_026r.org AM08-0072_126r.org AM08-0075_009r.org AM04-0784_080r.org Lund-0035_023v.org AM08-0072_127r.org
16,ochaff,da,Holm-A-0042_053r.org
17,ochbranen,gml,AM08-0073_088v.org
18,ock,gml,AM08-0073_109r.org GKS08-3487_104v.org
19,ock,da,AM04-0789_001r.org
20,ocles,da,AM12-0420_026r.org
21,oer,gml,AM08-0073_099r.org
22,off,da,AM04-0784_092r.org
